,Id,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,Notes,purpose_cat,purpose,zip_code,addr_state,debt_to_income,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
5839,5840,boulder station hotel casino,3,RENT,30000.0,not verified,n,Loan is to help pay off bills and go to real estate investing school.,educational,Pay off Bills and Education,891xx,NV,12.76,0.0,01/01/1999,1.0,0.0,0.0,6.0,0.0,5830,64.1,8.0,f,0.0,1,PC3
1100,1101,Bentley Systems Inc,10,MORTGAGE,80000.0,VERIFIED - income,n,  Borrower added on 09/06/11 > FOR PURCHASE OF INVESTMENT PROPERTY<br/> Borrower added on 09/06/11 > LOAN FOR INVESTMENT PROPERTY<br/> Borrower added on 09/06/11 > INVESTMENT PROPERTY LOAN<br/>,major purchase,Major Purchase,920xx,CA,10.28,0.0,07/01/1989,1.0,,,5.0,0.0,90001,38.3,15.0,f,0.0,2,PC2
3561,3562,,4,MORTGAGE,57600.0,VERIFIED - income,n,  Borrower added on 09/22/10 > I will use the funding from the loan to consolidate debt. My credit history will show that I have never had a late payment and this pattern will continue. I work a steady job in the health care industry and budget my money to ensure that all scheduled payments are made in full and on time.<br/> Borrower added on 09/25/10 > I have completed the above requests of bank verification and faxed in the tax forms.<br/> Borrower added on 09/27/10 > There was a question posted that I am unable to open up to answer. It was regarding the debt I wish to consolidate that does not match up with my credit report. I am married and my husband has outstanding debt that I wish to consolidate as well.<br/>,debt consolidation,personal loan,324xx,FL,9.33,0.0,11/01/2000,4.0,,,19.0,0.0,7162,31.6,28.0,f,0.0,3,PC1
9956,9957,ARIZONA WHOLESALE SUPPLY CO,10,MORTGAGE,53000.0,not verified,n,  Borrower added on 09/13/11 > credit card debt consolidation.<br/> Borrower added on 09/13/11 > credit card consolidation<br/>,credit card,creditcardconsolidation,852xx,AZ,17.16,0.0,08/01/1996,0.0,,,15.0,0.0,22636,53.0,36.0,f,0.0,2,PC5
8032,8033,US Air Force,10,RENT,93000.0,not verified,n,Wife was late on two credit card payments without telling me.  Bank increased her rate to 28% pushing balance over the limit which also incurred additional penalties.  Respectfully request loan with better interest rate to help get this situation back under control and ultimately eliminate the debt.,credit card,T2 Loan,361xx,AL,19.35,0.0,02/01/1994,0.0,30.0,,6.0,0.0,32307,83.3,25.0,f,0.0,1,PC5
6518,6519,Puget Sound Naval Shipyard,10,MORTGAGE,38400.0,VERIFIED - income source,n,"  Borrower added on 10/14/10 > The loan will be for home improvement and to consolidate 2 other loans, one of which is to my own TSP account.<br/>",home improvement,home improvement loan,983xx,WA,23.47,0.0,06/01/1993,0.0,41.0,,6.0,0.0,10763,72.2,20.0,f,0.0,2,PC2
7692,7693,CitiGroup,6,MORTGAGE,33000.0,VERIFIED - income,n,,debt consolidation,Credit Cards,410xx,KY,12.22,0.0,06/01/1996,3.0,,,10.0,0.0,11981,34.0,45.0,f,0.0,3,PC1
4800,4801,,3,RENT,45600.0,VERIFIED - income source,n,  Borrower added on 03/11/11 > Need more equipment to keep up with demand.  Concession buisness at very busy local county park beach is booming.<br/>,major purchase,Golf Cart Concession,346xx,FL,28.18,0.0,01/01/2000,0.0,,,7.0,0.0,6940,17.9,22.0,f,0.0,1,PC2
8514,8515,"Weichert Realtors, Pat Mote Properties",10,MORTGAGE,70000.0,VERIFIED - income,n,"I have struggled off and on for years with the cycle of debt - mostly unsecured debt.  My wife and I are ready to finally put the death knell in our credit card debt.  (My wife is a flight attendant, and makes approximately $35,000 a year in addition to my salary that I stated on the application.)   At one point the amount of unsecured debt was almost insurmountable, yet as a Christian I believe in paying for your debts and refused to file bankruptcy.  It has been tough, but we are finally seeing light at the end of the tunnel.  Although now the credit card companies are raising my interest rates- based on nothing more than greed it seems.  I would like to be able to conslidate some of my balances onto one payment, with a loan that is fixed and not raised on the whim of the credit card companies, that I can more easily concentrate on paying off.    Thank you for any consideration.  It would mean the WORLD to me, and would enable us to get closer to finally being out from under the credit card company's thumb, and closer to my dream of building a portfolio of investment properties for our future retirement. 549315 added on 10/06/09 > I have been a Realtor for 15 years, and my wife has been a flight attendant for 18 years.  Both our jobs are solid and dependable, as are we.",debt consolidation,Help Free a Slave to Old Debt!,720xx,AR,20.45,0.0,09/01/1992,0.0,28.0,,11.0,0.0,24105,84.6,33.0,f,0.0,1,PC1
6088,6089,Toyota,5,MORTGAGE,57000.0,not verified,n,"Refinance an American Express card whose monthly payment is approximately $2,000 per month in order to increase monthly cash flow.",credit card,Credit Card,210xx,MD,7.22,0.0,08/01/1992,1.0,0.0,0.0,11.0,0.0,40598,77.3,42.0,f,0.0,2,PC5
4902,4903,Blackwood Medical Inc.,4,MORTGAGE,77976.0,VERIFIED - income,n,,credit card,Consolidate,191xx,PA,13.16,1.0,01/01/1994,0.0,8.0,,21.0,0.0,11024,26.4,42.0,f,0.0,3,PC5
539,540,PROGRESSIVE INSURANCE CORPORATION,1,RENT,36800.0,not verified,n,2607 FIRSTMERIT CC 2690  DISNEY VISA 590   DENTAL BILL   DISNEY CARD IS CUT UP AND HAS 25% INTEREST FIRSTMERIT IS AT 27.9% AND DENTAL IS LOW BUT IT PUTS A DENT IN MY POCKET. WERE REALLY TRYING TO GET ON PAYMENT AND ACTUALLY BE ABLE TO PAY OFF THE DEBT. WE JUST HAD ANOTHER BABY SOFIJA AND IT WOUL REALLY HELP US OUT IN BEING DEBT FREE.  SO PLEASE HELP,debt consolidation,JUST A HELPING HAND,442xx,OH,16.24,0.0,12/01/1994,0.0,71.0,,7.0,0.0,3382,36.1,31.0,f,0.0,1,PC3
547,548,Prometric,5,RENT,60000.0,VERIFIED - income,n,"  Borrower added on 07/01/11 > Trying to get out of debt.  My hope is that this will ease my way out of it without going to extremes, such as bankruptcy or debt relief programs.<br/> Borrower added on 07/03/11 > I've never been late on any payment.  I've been at my current job for 5 years and I have a pretty secure position there.<br/>",debt consolidation,Debt Consolidation,212xx,MD,14.14,0.0,02/01/1992,0.0,46.0,,9.0,0.0,13482,34.8,26.0,f,0.0,2,PC4
3940,3941,TIBCO Software,7,RENT,200000.0,VERIFIED - income source,n,  Borrower added on 08/31/11 > This loan is for a specialist course of dermatalogical medication that is not covered by my employers medical insurance.<br/> Borrower added on 09/01/11 > I want to clarify that this is for a medical and NOT a cosmetic procedure. Thanks<br/>null,medical,Medical Loan,112xx,NY,5.58,0.0,08/01/1988,1.0,,,9.0,0.0,39849,76.6,13.0,f,0.0,3,PC4
1719,1720,Arthrex,4,MORTGAGE,65000.0,VERIFIED - income,n,  Borrower added on 07/16/11 > Im planing to use this loan to consolidated my credit cards.<br/>Im a home owner. I have excellent credit and I always pay bills on time. I have a very stable job and I work for a big corporation.<br/>,debt consolidation,Credit Cards,341xx,FL,15.36,0.0,10/01/2001,1.0,,,5.0,0.0,4953,99.1,19.0,f,0.0,2,PC3
2207,2208,San Antonio Independent School District,7,MORTGAGE,120000.0,VERIFIED - income source,n,"  Borrower added on 09/03/10 > I plan to use this loan to consolidate some of my credit card debt.  After all expences, I have approximately 3,000.00 monthly in disposable income.  I have been employed full time for the past 28 years first with the US Army and now with a school district.  My employment as a school teacher is very secure.<br/>",debt consolidation,T Loan,782xx,TX,13.25,0.0,10/01/1996,2.0,28.0,,10.0,0.0,18148,45.9,20.0,f,0.0,1,PC2
4657,4658,Computer Task Group,4,OTHER,112000.0,VERIFIED - income,n,"It is my goal to make this loan as safe as possible for you while meeting my needs!  I am seeking $9,000 to replace the capital I used for a recent real estate purchase.  I managed to negotiate a deal on an 800 sq. ft. one bedroom house that needs minimal repair for $8,500 cash. The additional $500 will cover my closing costs and some of the very minor repair work that is needed.  This property will not have a mortgage against it because the loan amount would be so small.  This home was previously rented for $450, which is what I plan on asking for it.  My insurance, taxes, and management costs will run about $125, which leaves $325 to cover the cost of my loan at about $287 per month.    In the event that the unit is vacant I can easily cover the payment from my other rental income (net $900/month) or from my salary (net $4,700/month).  My only personal monthly expenses are car insurance at $89/month as we run the household entirely off my wife's income.  I have no other debt aside from the mortgages on my other rental properties.",small business,Capital Replacement,452xx,OH,0.43,0.0,04/01/1994,1.0,,,13.0,0.0,1074,3.9,25.0,f,0.0,3,PC2
3061,3062,Arthur Middleton Capital Holdings,3,MORTGAGE,26000.0,VERIFIED - income source,n,,debt consolidation,Credit Card consolidation,447xx,OH,13.29,0.0,08/01/1991,0.0,,,6.0,0.0,11457,39.4,17.0,f,0.0,2,PC1
2239,2240,Connor Group,1,RENT,67500.0,VERIFIED - income,n,"  Borrower added on 03/01/11 > Payoff of Debt<br/> Borrower added on 03/04/11 > Citibank 10,200.00 13.99 APY<br/>Chase 2,900.00 22.00 APY<br/>Sleep Number 2,600 29.00APY<br/>Value City 2,600.00 29.00 APY<br/>Best Buy 1,000 22.00APY<br/>",debt consolidation,Payoff,454xx,OH,15.52,0.0,10/01/1991,2.0,,,14.0,0.0,21332,51.3,48.0,f,0.0,2,PC1
1451,1452,obara corporation,8,MORTGAGE,32864.0,not verified,n,,home improvement,furnace and air,410xx,KY,6.86,0.0,05/01/1994,1.0,45.0,,10.0,0.0,2345,16.7,30.0,f,0.0,1,PC2
9990,9991,Konica Minolta ,10,MORTGAGE,120000.0,VERIFIED - income,n,I am looking ofr a loan so that I can replace my septic system.,home improvement,Home Improvment,481xx,MI,14.44,1.0,02/01/1994,0.0,4.0,,14.0,0.0,14716,59.8,31.0,f,0.0,2,PC2
2152,2153,,na,MORTGAGE,33975.0,VERIFIED - income,n,,home improvement,djbloan,482xx,MI,18.97,0.0,08/01/1980,0.0,,89.0,11.0,1.0,15402,91.7,17.0,f,0.0,3,PC3
5037,5038,Yucca Valley Ford Center,1,MORTGAGE,80004.0,not verified,n,  Borrower added on 09/08/11 > Credit Card Consolidation<br/> Borrower added on 09/09/11 > Over 30 years in the same line of work. <br/>Home owner over 25 years same place. Never missed or late on any payment.<br/>Loan for some home upgrades and credit card consolidation.<br/>null,other,Other,922xx,CA,9.09,0.0,12/01/1983,0.0,,,14.0,0.0,61992,34.7,38.0,f,0.0,3,PC3
5877,5878,Credit Suisse,4,RENT,69500.0,VERIFIED - income source,n,,other,Personal,100xx,NY,8.82,0.0,02/01/1998,5.0,,,3.0,0.0,2293,40.9,6.0,f,0.0,2,PC5
9659,9660,Nextest Systems Corp,8,RENT,58752.0,not verified,n, I am requesting a loan to replace the tansmission in my car,other,Tansmission Replacement,951xx,CA,10.8,0.0,08/01/2001,1.0,76.0,,7.0,0.0,1051,58.4,12.0,f,0.0,2,PC4
5402,5403,Mycroft Inc,1,RENT,60000.0,VERIFIED - income source,n,  Borrower added on 11/19/11 > I am making around $1000 monthly payment for my credit card and student loan. $280 for my student loan and around $720 for all my credit cards. I have $11000 credit card debt with APR 22%. I will use the loan pay off those higher interest credit card balances.<br>,debt consolidation,Refinance your credit debt into one,112xx,NY,15.56,1.0,03/01/2003,0.0,10.0,,17.0,0.0,10747,56.5,40.0,f,0.0,2,PC5
3190,3191,Dantons Restaurant,1,RENT,10800.0,not verified,n," 556109 added on 10/13/09 > I am a student, who also works a part time job. Can pay back the loan as soon as possible. Just need exttra money for tuition, book expenses, and other school related expenses.",educational,Educational Loan,770xx,TX,6.44,0.0,04/01/1985,5.0,,,3.0,0.0,2763,9.0,4.0,f,0.0,1,PC5
9960,9961,,na,MORTGAGE,65000.0,VERIFIED - income source,n,  Borrower added on 09/14/11 > I have outstanding credit history.  My goal is to reduce credit card debt and eventually to eliminate it entirely.<br/>null,debt consolidation,Out of Debt Loan,211xx,MD,19.71,0.0,02/01/1981,0.0,,,12.0,0.0,64351,49.1,29.0,f,0.0,3,PC4
7697,7698,San Antonio Humane Society,1,RENT,33000.0,VERIFIED - income source,n,,major purchase,"Scooter, Save the Gas",782xx,TX,11.89,0.0,07/01/2001,1.0,,,6.0,0.0,813,81.3,17.0,f,0.0,1,PC1
7839,7840,BG Wholesale,10,RENT,40000.0,VERIFIED - income,n,"  Borrower added on 08/18/11 > I'm a good borrower, as I have excellent credit<br/>I have been an upstanding employee for 23years for the same company<br/>",other,Medical,193xx,PA,12.36,0.0,07/01/1990,1.0,,,6.0,0.0,10963,44.6,14.0,f,0.0,2,PC2
4143,4144,Stryker Orthopaedics,3,RENT,59004.0,VERIFIED - income source,n,"  Borrower added on 06/23/10 > This loan is to help cover our wedding costs in October. We decided to try to pay everything with cash so we wouldn't max out our credit cards.<br/> Borrower added on 06/23/10 > Financially, we are pretty stable.  Our gross annual income is $105,000. Our outstanding debt is around $12,000 (not including our vehicles).  My credit is pretty good. I don't have any deliquencies or public records.  I just have new credit.  We don't own a home so we pay rent.  Our monthly bills are probably around $3000 and I plan on paying this loan back rapidly with the money we received from the wedding.<br/> Borrower added on 06/24/10 > We opted for peer to peer lending as opposed from a financial institution because my interest rates are actually lower here.<br/>",major purchase,Sarah's Loan,070xx,NJ,19.48,0.0,01/01/1999,1.0,77.0,,25.0,0.0,7772,19.3,37.0,f,0.0,2,PC4
3558,3559,,na,MORTGAGE,48000.0,VERIFIED - income source,n,,debt consolidation,Debt Consolidation,351xx,AL,21.2,0.0,01/01/1999,2.0,,,11.0,0.0,11524,82.3,30.0,f,0.0,2,PC2
1166,1167,lompoc correction center,2,RENT,60000.0,VERIFIED - income,n,  Borrower added on 06/16/11 > Thank You all for this wonderful oppritunbity to do business with you. I believe we will both be satified with eachother.Thanks once again.<br/>,other,Medical,934xx,CA,4.22,0.0,05/01/2001,0.0,,,5.0,0.0,7594,39.8,10.0,f,0.0,1,PC5
1453,1454,SOUTHPOINT VOLKSWAGEN,5,MORTGAGE,105600.0,VERIFIED - income source,n,"  Borrower added on 05/13/11 > Thank you for all your help in assisting me become debt free.  Once I pay the two cards off, all I will have is my mortgage, car loan, and this loan.  I truly believe that I may be able to be debt free in 8 years.  This loan also will add value to my current home with my roof extension.  This process is truly a pay it forward concept!!<br/>",debt consolidation,Debt Consolidation Loan,708xx,LA,5.78,0.0,09/01/1995,1.0,74.0,,5.0,0.0,6040,92.9,16.0,f,0.0,1,PC3
5011,5012,GL Industrial Services,1,OWN,65000.0,not verified,n,  563000 added on 10/26/09 > Company closing for two weeks unpaid to employees.  Additional funds needed to make mortgage payment.,other,Mortgage Payment,774xx,TX,19.68,0.0,01/01/1995,1.0,,,15.0,0.0,20241,66.4,26.0,f,0.0,2,PC4
4240,4241,Technicolor Creative Services,3,RENT,26400.0,VERIFIED - income,n,"  Borrower added on 05/05/10 > I have 4 C.C.s that I'd like to consolidate.  Most importantly, the transmission in my car died about a month ago so about 25% of this loan is going into fixing it rather than getting a new vehicle, I would much rather get all my debt into a single payment and my car fixed than acquiring a $16K+ debt that would come with a new vehicle.<br/> Borrower added on 05/05/10 > I have 4 C.C.s that I'd like to consolidate.  Most importantly, the transmission in my car died about a month ago so about 25% of this loan is going into fixing it rather than getting a new vehicle, I would much rather get all my debt into a single payment and my car fixed than acquiring a $16K+ debt that would come with a new vehicle.<br/>",debt consolidation,8k option,914xx,CA,19.27,0.0,03/01/1998,0.0,,,7.0,0.0,8808,62.5,24.0,f,0.0,1,PC2
3479,3480,Dental TLC,4,RENT,44000.0,VERIFIED - income source,n,,debt consolidation,Credit Cards & Laptop,303xx,GA,4.8,0.0,11/01/2000,0.0,,,7.0,0.0,6324,58.0,11.0,f,0.0,2,PC2
7898,7899,Lutheran Village of Wolfcreek,2,RENT,26400.0,VERIFIED - income,n,  Borrower added on 07/31/10 > I am trying pay off all my debt to have only one monthly payment and also help my fiance pay off some of her debt<br/>,debt consolidation,Bill Buster,436xx,OH,3.73,0.0,12/01/2006,8.0,,,6.0,0.0,2024,23.0,8.0,f,0.0,2,PC3
4094,4095,PRA International,8,MORTGAGE,75000.0,not verified,n," This will be used to pay off an existing vehicle loan as well as a credit card, consolidating into a single loan.  Monies will also be used to pay for orthodontia expenses that my insurance does not cover.",debt consolidation,Vehicle loan/credit card payoff,229xx,VA,24.5,0.0,06/01/1991,0.0,,,10.0,0.0,5544,11.3,20.0,f,0.0,3,PC2
9120,9121,Walmart,10,RENT,16800.0,VERIFIED - income,n,"  Borrower added on 12/04/11 > personal needs<br><br> Borrower added on 12/04/11 > personal needs<br><br> Borrower added on 12/04/11 > personal debt and needs<br><br> Borrower added on 12/04/11 > bill consolidation and personal debt pay off<br><br> Borrower added on 12/04/11 > this is to be used to pay personal debt <br>i am a stable employee of walmart for over 18 yrs I have a great credit score and am very responsible.<br><br> Borrower added on 12/04/11 > this will be used to pay personal debt<br>i am a fulltime employee of walmart for 18yrs<br>I have an excellent credit rating with great credit history<br>My earnings are 2/3 more than my current monthy bills<br><br><br> Borrower added on 12/04/11 > this is needed for personal needs personal family matters<br>i have been a full time employee for over 18yrs with my employer<br>my monthy earnings are two thirds more than my current monthly housing costs and debt<br>i have a great credit rating and excellent credit history, i pay my bills in a timely manner. <br>",other,Personal needs,959xx,CA,20.29,0.0,08/01/1989,2.0,79.0,,6.0,0.0,1534,9.5,17.0,f,0.0,2,PC2
4299,4300,PVH,10,MORTGAGE,80000.0,VERIFIED - income source,n,,debt consolidation,Debt consolidation,456xx,OH,21.38,0.0,05/01/1995,2.0,,,8.0,0.0,78314,70.0,33.0,f,0.0,2,PC5
6731,6732,"HomeProHub, LLC",1,RENT,120000.0,VERIFIED - income source,n,"Here is why I would be an excellent investment for you:  í«íç         I have bought and sold two homes, both for a profit.   í«íç         I have never been delinquent on any account for a loan.   í«íç         I own both of my automobiles.  No car payments.  í«íç         I have a credit score over 750.  My wifeí«í´s credit score is even higher than that.  í«íç         I own my own business, which was recently given an evaluation over $2,000,000  í«íç         My company is virtually debt free.  We have raised over $200,000 in seed funding.   í«íç         My wife is a marketing manager at Cisco Systems and earns over 100,000 a year.",small business,Business Loan,950xx,CA,6.38,0.0,12/01/1995,0.0,,,4.0,0.0,32627,64.8,22.0,f,0.0,1,PC5
4354,4355,DraftFCB,3,RENT,38000.0,not verified,n,"  Borrower added on 12/18/09 > I have three credit cards with moderate balances, but very high interest rates. I am trying to get all these balances in one place, with a reasonable interest rate. I have a steady job, good credit score and have never been late on a payment of any kind.<br/>",debt consolidation,Consolidating Credit Card Debt,100xx,NY,8.43,0.0,09/01/2003,0.0,31.0,,7.0,0.0,8217,67.5,17.0,f,0.0,2,PC4
5737,5738,"Treasure Coast Pool Service,LLC",5,RENT,75000.0,not verified,n,To remodel kitchens and bathrooms.,home improvement,Home Remodel,329xx,FL,19.78,0.0,05/01/2001,2.0,0.0,0.0,8.0,0.0,12308,43.6,12.0,f,0.0,1,PC2
6159,6160,Public Storage,1,RENT,20400.0,not verified,n,"  Borrower added on 09/04/11 > The ac unit at my house is broken and I need the money to replace the ac system. <br/><br/>I work a Public Storage and it's a pretty stable company. They're not having any cut backs or anything; so as long as I do my work I will have a job. <br/><br/>I am a good borrower because I have never paid a bill late; all my accounts are in good standing. And I am extremely cautious when it comes to my credit.  I know how important good credit is and I would not do anything to jeopardize my credit. The monthly payments will fit into my budget, I will probably end up paying it off early because I don't want to have this debt hanging around for to long.<br/>",home improvement,Personal loan,334xx,FL,5.88,0.0,10/01/2007,2.0,,,4.0,0.0,3490,71.2,9.0,f,0.0,2,PC4
5897,5898,Specialized Elevator Corp.,6,RENT,117000.0,VERIFIED - income,n,"  Borrower added on 09/10/11 > The funds are to be used to pay off a buissness partner, I take pride in paying any loan off on or before it's due. My monthy budget is approx. 2500.00 I have a very stable job and have in the Elevator business for 30 yrs.<br/>null Borrower added on 09/13/11 > The loan will help to pay off a business partner, the proceeds will secure my percentage of ownership of the Co.<br/>",small business,Business Loan,905xx,CA,9.74,1.0,02/01/1984,0.0,23.0,,7.0,0.0,9667,21.3,12.0,f,0.0,2,PC5
555,556,EDCO,2,RENT,30160.0,not verified,n,,debt consolidation,me,217xx,MD,0.0,0.0,11/01/2003,5.0,71.0,95.0,2.0,1.0,0,0.0,6.0,f,0.0,1,PC1
1476,1477,chandler-amtek engineering,3,MORTGAGE,65004.0,VERIFIED - income,n,"  Borrower added on 06/25/10 > Consolidation, 4 loans into one...<br/> Borrower added on 06/25/10 > TO pay off 4 loans and get one monthly payment.<br/>",other,Payoff wrapped in one,770xx,TX,22.95,0.0,07/01/1990,1.0,74.0,,15.0,0.0,17546,30.9,36.0,f,0.0,3,PC4
1493,1494,Benzie County Sheriff Office,7,MORTGAGE,77000.0,not verified,n,  Borrower added on 12/03/11 > I am wanting to pay off unsecured credit card debt with a loan. I would like to be debt free in 5 years. I have been working at the same position for the last 7 and a half years.<br>,debt consolidation,Freedom,496xx,MI,24.58,0.0,06/01/1998,1.0,,,8.0,0.0,12246,70.0,29.0,f,0.0,1,PC5
8291,8292,Level 3 Post/ Deluxe,8,MORTGAGE,120000.0,VERIFIED - income,n,,debt consolidation,solid,914xx,CA,9.81,0.0,11/01/1996,1.0,,,12.0,0.0,9835,21.5,29.0,f,0.0,1,PC2
8760,8761,EPIC Aviation  LLC,6,MORTGAGE,52704.0,not verified,n," We are a stable, married couple looking to pay down our debt and live debt free in the near future.   I have been employed as a contracts administrator with a large oil co. for 7 years and my husband Carl is a network engineer, employed at his job for 4 yrs and before that he owned his own consulting company in California.     We own 2 modest homes in Oregon.  Our primary residence was built in 1920.  Once we get out of consumer debt, we'd like to move up to something a little more modern for our primary residence.    We live on a budget, we eat lunches at home, and watch our spending.  We are reliable and I know you will not be disappointed in lending to us.   Thank you for your consideration.  ",debt consolidation,Need a debt consolidation loan,973xx,OR,8.95,0.0,02/01/1984,1.0,69.0,,10.0,0.0,25212,46.6,33.0,f,0.0,2,PC3
4215,4216,CA Inc.,10,MORTGAGE,109500.0,not verified,n,"Wedding expenses - reception, photographer, band (DJ), etc. I have always paid my loans on time. Whatever amount is left will go towards repayment of the loan.",wedding,Daughter's wedding,212xx,MD,15.75,0.0,09/01/1996,2.0,,,10.0,0.0,34267,67.5,31.0,f,0.0,1,PC4
1924,1925,Harmon Law Offices,2,MORTGAGE,24240.0,not verified,n,"  Borrower added on 05/19/11 > This loan will be used for a home renovation. I have an excellent and very stable position in the IT department at a large law firm. My credit is good, I always pay my bills on time and in full.<br/>",home improvement,Home Improvement,024xx,MA,16.98,0.0,01/01/2006,0.0,,,7.0,0.0,3745,18.7,8.0,f,0.0,2,PC1
4896,4897,wexfordhealth/stateville cc,1,RENT,45000.0,not verified,n,,debt consolidation,loan,601xx,IL,9.65,0.0,11/01/2004,2.0,,,5.0,0.0,13419,88.9,9.0,f,0.0,1,PC2
2969,2970,Olde Towne Kolaches,7,OWN,65004.0,not verified,n,,debt consolidation,My Loan,774xx,TX,19.01,0.0,12/01/1991,0.0,,,10.0,0.0,20190,74.0,27.0,f,0.0,1,PC5
6586,6587,State of California,10,MORTGAGE,85000.0,not verified,n,"We have planned and saved for our daughter's wedding but our future SIL's deployment date has moved up and thus, so has the wedding and we don't have all of it.  Looking for a loan to pay the last minute expenses that have cropped up as well as airfare to see him off.    ",wedding,Wedding,933xx,CA,18.52,0.0,09/01/1990,0.0,,,16.0,0.0,28180,27.0,33.0,f,0.0,3,PC2
6073,6074,Administaff,5,RENT,69996.0,VERIFIED - income,n,  Borrower added on 04/07/11 > paying off my debt<br/>,debt consolidation,Killing my Debt,111xx,NY,6.26,0.0,01/01/2000,0.0,71.0,,4.0,0.0,8945,95.2,21.0,f,0.0,3,PC5
7489,7490,CITY OF RYE DEPT OF PUBLIC WORKS,4,MORTGAGE,59000.0,not verified,n,  Borrower added on 02/08/10 > LOOKIN TO GET RID OF HIGH INTREST RATES ON CREDIT CARDS<br/>,debt consolidation,REFINANCING,106xx,NY,0.63,1.0,09/01/1996,1.0,22.0,,15.0,0.0,11279,19.5,38.0,f,0.0,1,PC3
6709,6710,Herman Cook Volkswagen,1,MORTGAGE,75333.0,VERIFIED - income,n,I would like to pay off a private car loan. ,car,Pay off a private car loan,920xx,CA,9.81,1.0,04/01/1991,0.0,21.0,98.0,10.0,1.0,4218,1.4,20.0,f,0.0,2,PC5
4661,4662,BNSF Railway,8,MORTGAGE,86400.0,VERIFIED - income,n,  Borrower added on 10/05/11 > Paying off a timeshare loan with a higher intrest rate<br/>,debt consolidation,Debt Consolidation Loan,945xx,CA,9.33,0.0,06/01/2003,1.0,54.0,,15.0,0.0,9787,27.7,22.0,f,0.0,1,PC3
8146,8147,Ericsson,10,OWN,80000.0,not verified,n,"  Borrower added on 11/15/10 > This loan is to finish the outside of a foreclosure I purchased and am now living in. The inside is complete. I own two homes free and clear, both recently remodeled. I have been at the same job for 26 years. Well over 50% of my income is liquid today giving me a good income/debt ratio.<br/>",home improvement,DC Loan,662xx,KS,9.99,0.0,08/01/1994,1.0,,,7.0,0.0,11869,47.5,23.0,f,0.0,1,PC4
3736,3737,My Gym Children's Fitness Center,3,RENT,75000.0,not verified,n,  Borrower added on 11/08/10 > My husband and I are looking to consolidate debts in order to start saving for a home.  We are very responsible people...we just have debts.  We have always paid our bills on time.  We just need help so we can pay our debt off faster.  Thank you.<br/>,debt consolidation,Paying off debt,111xx,NY,6.42,0.0,05/01/1997,0.0,,,5.0,0.0,3443,39.2,14.0,f,0.0,2,PC1
2389,2390,IBEW local 236,1,RENT,17400.0,not verified,n," 567780 added on 11/04/09 > Im trying to get a jump start on my life with my fiancee, and get a loan to pay for the moving costs and a deposit on a apartment for the two of us to move in together. its something we could do ourselves in a couple of months because we both have very stable jobs. But I figured I would try and get a loan to make our dream of living together happen that much faster and with our stable jobs, we can pay the loan back while still saving and not put us in a position struggling to live.<br/>",moving,moving is always tough. Help a fellow man out,120xx,NY,20.34,0.0,08/01/2004,1.0,,,2.0,0.0,228,9.9,3.0,f,0.0,1,PC2
523,524,"NATIONAL COMBUSTION Co.,inc.",3,MORTGAGE,40000.0,VERIFIED - income,n,"  Borrower added on 04/14/10 > Hello, I plan to use the loan to payoff to high interest credit cards. I feel I am a good credit risk because a few years ago my credit took a dive when both my wife and me got laid off. I have since then paid all my outstanding debt and brought my score back up to the mid 600's. I also just brought a house in Jan/2010 and plan to rent part of the house to increase my income. My next step is to buy another investment home in 2012. I hope you will help me in this task buy trusting me in these hard times.<br/>",debt consolidation,second loan,066xx,CT,20.34,1.0,02/01/1993,5.0,16.0,53.0,13.0,2.0,9131,78.9,40.0,f,0.0,3,PC2
982,983,"Shefsky & Froelich, Ltd.",4,MORTGAGE,218000.0,VERIFIED - income,n,"  Borrower added on 10/09/10 > I am a stably employed attorney with a law firm. I am seeking this loan to cover expenses related to an unanticipated and emergency need to gain immediate custody, guardianship and ultimately adoption of my 10 month year old granddaughter. My young adult stepson and the child's mother are in no way able to raise the baby and have agreed to my husband and I raising the child permanently. I need to acquire legal and full custody ASAP given existing circumstances in order for the baby to have a stable life with us.  As this situation arose under emergency circumstances, I do not have the liquidated funds to cover the legal and other related fees and am seeking this loan to do so. I definitely have the capacity to pay this loan back without any problem and my credit attests to my financial responsibility in paying debts in a timely fashion with no abuse. In fact, my plan is to pay off this  loan very early. Among other resources, I typically receive a significant bonus at year's end.<br/> Borrower added on 10/19/10 > I have just verified with a Lending club credit review  team representative that my husband's credit report, showing a 96 month old public record,was in error somehow crossing with my information seen by investors. I am assured this error has been fixed now.<br/>",major purchase,Purchase,606xx,IL,6.74,0.0,06/01/1990,0.0,,92.0,11.0,1.0,9521,35.6,16.0,f,0.0,2,PC1
4446,4447,Bank of the West,10,RENT,90000.0,VERIFIED - income source,n,,debt consolidation,CP Consolidation 062011,945xx,CA,6.72,0.0,11/01/1994,0.0,,,19.0,0.0,24611,41.7,30.0,f,0.0,1,PC5
